Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
91,86,0.1770,646.8,5.571e+04,0.01144,1.00000,"ADPGK ALG12 ALG3 ALG5 ALG6 ALG8 ALG9 ARF4 ARHGAP45 ATP2C1 AUP1 BCL2 CCDC134 CDK5RAP3 CNPY2 CPD DDRGK1 DERL1 DERL2 DNAJB11 DNAJC21 DNAJC3 DOLK DOLPP1 DPM1 DPM2 DPM3 EFL1 ERN1 FAF2 FURIN GANAB HERPUD1 HSP90B1 IGF1R IKBKB IKZF3 IRF4 IRS1 IRS2 KBTBD2 MANF MEF2C MPDU1 MPI NFE2L2 NFKB1 ODR4 OST4 OSTC PMM2 POU2AF1 PRDM1 PRKCSH RPN2 SEC23IP SEC61B SEC62 SEC63 SEL1L SERP1 SLC33A1 SLC35B4 SMAD7 SSR1 SSR2 SSR3 STT3A SUCO SURF4 SYVN1 TAPT1 TCF3 TM9SF3 TMEM165 TMEM41B UBA5 UBALD2 UBE2G2 UBE2J1 UFC1 UFL1 UFM1 UFSP2 UGP2 XBP1"
92,36,0.1870,117.8,2.311e+04,0.005057,1.00000,"ARIH1 ARIH2 ARIH2OS CAB39 CAND1 COPS9 CUL1 CUL3 CUL5 DCUN1D1 DCUN1D3 DCUN1D5 FBXO5 FBXW11 FRYL GLMN KCTD10 KEAP1 NAA30 NAA35 NAE1 NEDD8 NF2 PDCD10 RALGAPB RBX1 RNF7 SENP8 SKP2 SOCS6 TAOK1 UBA3 UBE2F UBE2M UBE2Q1 UBE2R2"
93,148,0.1676,1823,1.169e+05,0.01532,1.00000,"ADA ADNP APCDD1L ATP9A BCAS1 BCAS4 BMP7 BPI BPIFA1 BPIFA2 BPIFA3 BPIFB1 BPIFB2 BPIFB3 BPIFB4 C20orf173 CASS4 CCM2L CD40 CDH22 CDH4 CDK5RAP1 CEBPB CNBD2 COMMD7 COX4I2 CPNE1 CTSA CTSZ DEFB115 DEFB116 DEFB118 DEFB119 DEFB121 DEFB123 DEFB124 DLGAP4 DUSP15 EDEM2 EEF1A2 EPB41L1 EPPIN ERGIC3 FAM209A FAM209B FAM83C FOXS1 GDAP1L1 GDF5 GGT6 GGT7 GHRH HCK HM13 IFT52 JPH2 KCNB1 KIAA1755 KIF3B LBP MAP1LC3A MATN4 MMP24 MMP9 MTRNR2L3 MYH7B MYL9 MYLK2 MYT1 NDFIP1 NECAB3 NFATC2 NNAT NOL4L NPBWR2 OCSTAMP OPRL1 OSBPL2 PABPC1L PARD6B PCIF1 PCK1 PI3 PKIG PLAGL2 PLTP PMEPA1 POFUT1 PPDPF PPP1R16B PREX1 PTK6 PXMP4 R3HDML RAB22A RAB5IF RALY RBM38 RBPJL REM1 RIMS4 RIPOR3 SAMHD1 SDC4 SEMG1 SEMG2 SERINC3 SGK2 SLA2 SLC12A5 SLC13A3 SLC2A10 SLC2A4RG SLC32A1 SLCO4A1 SLPI SMCR8 SNAI1 SNTA1 SOGA1 SPAG4 SPATA25 SPINT3 SPINT4 STX16 TFAP2C TGM2 TLDC2 TM9SF4 TMEM189 TNNC2 TP53INP2 TSHZ2 VSTM2L WFDC11 WFDC2 WFDC3 WFDC6 WFDC8 WFDC9 WISP2 XKR7 YWHAB ZGPAT ZHX3 ZNF341 ZNF831 ZSWIM1"
94,40,0.2388,186.2,2.794e+04,0.006603,1.00000,"ACVR1 ACVR1B ACVR2A APH1A BAMBI BCL9L BMPR1A BMPR2 CHMP5 CNEP1R1 CTDNEP1 CYB5R2 ERP44 FKBP1A HECTD1 HNF4A IPO8 LEMD3 LRIG1 LRIG3 MIB1 NCSTN NEO1 PMEPA1 PSEN1 PSENEN RGMB RNF11 RNF111 SMAD1 SMAD6 SMAD7 SMURF1 SMURF2 SPPL3 TCF7L2 TGFBR1 TGFBR2 TGFBR3 UBAC1"
95,19,0.2034,34.78,1.539e+04,0.002249,1.00000,"ACVR2B BCHE EML3 ENOSF1 FRMD4A GNAI2 GRM7 HBZ IQCG MOSPD3 PLEKHA6 PPP6R1 PTPRU RNF222 TNNT2 TRIO UBE2E2 ULK2 ZSCAN2"
96,150,0.1804,2016,1.123e+05,0.01759,1.00000,"ACVR1B ACVRL1 AGAP2 ANKRD33 AQP2 AQP5 AQP6 ARF3 ARHGAP9 ASB8 ASIC1 ATF1 ATF7 ATP23 AVIL BCDIN3D C12orf10 CACNB3 CCDC184 CELA1 CNPY2 CSAD CSRNP2 DDIT3 DHH DIP2B DNAJC14 DTX3 FAIM2 FAM19A2 GALNT6 GLI1 GLIPR1L1 GLIPR1L2 GPR182 GRASP GXYLT1 H1FNT HOXC10 HOXC11 HOXC12 HOXC4 HOXC5 HOXC6 HOXC8 HSD17B6 HVCN1 IGFBP6 IKZF4 INHBC INHBE ITGA7 ITGB7 KCNC2 KCNH3 KERA KIF5A KRT1 KRT2 KRT3 KRT4 KRT5 KRT6A KRT6B KRT7 KRT71 KRT72 KRT73 KRT74 KRT75 KRT76 KRT77 KRT78 KRT79 KRT80 KRT82 KRT83 KRT84 KRT85 KRT86 LACRT LALBA LARP4 LIMA1 LMBR1L LRRK2 MARCH9 METTL7A METTL7B MIP MSRB3 MYF5 MYO1A NCKAP1L NDUFA4L2 NELL2 NPFF NR4A1 OR10A7 OR10AD1 OR10P1 OR2AP1 OR6C1 OR6C2 OR6C3 OR6C4 OR6C6 OR6C65 OR6C68 OR6C75 OR6C76 OR8S1 OR9K2 ORMDL2 OS9 PCED1B PCNP PDE1B POU6F1 PPP1R1A PRICKLE1 PRKAG1 PRPF40B PUS7L R3HDM2 RDH16 RDH5 RNF41 SARNP SDR9C7 SHMT2 SLC38A4 SLC39A5 SLC4A8 SOAT2 SP7 SPRYD3 STAC3 STAT6 TBC1D30 TMEM106C TMPRSS12 TNS2 TPH2 TSPAN31 TUBA1A VDR ZBTB39 ZNF385A ZNF641"
97,36,0.2006,126.4,2.415e+04,0.005190,1.00000,"ANKRD17 ATXN2L BTG1 CAPRIN1 CNOT1 CNOT10 CNOT11 CNOT2 CNOT3 CNOT4 CNOT6 CNOT7 CNOT8 CNOT9 DCP2 DDX6 EDC3 EDC4 EIF3K EIF3L EIF4E2 EIF4ENIF1 G3BP1 G3BP2 GGNBP2 GIGYF2 GPBP1 LARP1 LARP4 LARP4B LSM12 LSM14A NUFIP2 PUM1 SERBP1 USP10"
98,97,0.1621,754.7,6.286e+04,0.01183,1.00000,"AP3B1 AP3D1 ARFGEF2 ARFRP1 ARL1 ARMH3 ASNA1 ATL2 BNIP1 C19orf25 CAMLG CLEC16A CNIH1 COG1 COG2 COG3 COG4 COG5 COG6 COG7 COG8 COL4A3BP EIPR1 FAM160B1 FITM2 GDI2 GET4 GOLGA2 GOLT1B GOSR2 GPR107 HTT IER3IP1 INPP5K MTMR9 NAPG NBAS PI4KB PTAR1 RAB14 RAB18 RAB1A RAB1B RAB2A RAB3GAP1 RAB3GAP2 RAB6A RABL3 RGP1 RIC1 RINT1 SAR1A SCFD1 SCFD2 SCYL1 SEC23IP SEC31A SLC10A7 SLC35B2 SLC39A9 SPTLC2 SPTSSA STX18 SURF4 SYS1 SYVN1 TBC1D20 TM9SF2 TM9SF3 TMED10 TMED2 TMEM165 TRAPPC1 TRAPPC11 TRAPPC12 TRAPPC13 TRAPPC2L TRAPPC3 TRAPPC4 TRAPPC5 TRAPPC8 UBE2G2 UNC50 USE1 VIPAS39 VPS26A VPS33B VPS45 VPS50 VPS51 VPS52 VPS53 VPS54 WRB YIPF5 YKT6 ZW10"
99,44,0.2006,189.7,3.590e+04,0.005245,1.00000,"ABCD4 ABHD12B ACOT4 ACYP1 ADAM20 ADAM21 BBOF1 CHURC1 CIPC DDX58 ERG28 ESR2 FBXO34 GALNT16 GBA2 GPR68 LGALS3 LRRC74A MAPK1IP1L MIA2 MYH6 NIN PCNX1 PELI2 PPP4R4 PTGDR PTGER2 RDH12 RGS6 RHOJ SERPINA1 SERPINA11 SERPINA12 SERPINA3 SERPINA4 SIPA1L1 SIX6 SPTB SYNE2 TMEM229B TSHR UBR7 VIPAS39 VRTN"
100,23,0.2010,50.85,1.926e+04,0.002627,1.00000,"ADAD1 AKAP12 CAPN7 CLEC4F EPHA1 FGB FMC1 INSYN2 KLHL2 KRTAP22-1 LRRFIP2 MSH4 PDE4B PDE5A PLEKHG1 PPP1R14C PRKCG RAET1E RAX2 SLC35G2 TMPPE WDR38 ZNF835"
101,50,0.2001,245.2,3.845e+04,0.006320,1.00000,"ANO1 ATG2A B4GAT1 BBS1 CABP4 CCDC36 CD248 CHRM1 CNIH2 CSKMT FADS2 FERMT3 FGF19 FGF4 FLRT1 FOLR2 GAL3ST3 GSTP1 HRASLS2 HRASLS5 LRRC10B MACROD1 MAP3K11 MAP4K2 MRGPRD MRGPRF MYEOV NRXN2 NUDT22 OCM2 P2RY6 PITPNM1 PLA2G16 POLD4 PYGM RARRES3 RASGRP2 SCGB1D1 SCGB1D2 SCGB1D4 SCGB2A1 SCGB2A2 SLC22A10 SLC22A9 SLC25A45 TBC1D10C TBX10 TIGD3 TMEM179B YIF1A"
102,51,0.1927,245.7,3.609e+04,0.006743,1.00000,"ACVR1 ACVR1B ACVR2A ADAM10 APH1A BAMBI BMPR1A BMPR2 CHMP5 CNEP1R1 CTDNEP1 ERP44 FKBP1A HECTD1 HES1 HNF4A ID1 ID2 IPO5 IPO8 JAG1 LEMD3 LRIG1 LRIG3 METRNL MIB1 NCSTN NEO1 NOTCH1 PMEPA1 POFUT1 POGLUT1 PRDM1 PSEN1 PSENEN RBPJ RC3H1 RGMB RNF11 RNF111 SMAD1 SMAD6 SMAD7 SMURF1 SMURF2 TCF12 TCF3 TGFBR1 TGFBR2 TGFBR3 UBAC1"
103,121,0.1756,1275,9.569e+04,0.01311,1.00000,"ADAM18 ADAM2 ADAM28 ADAM32 ADAM7 ADAM9 ADAMDEC1 ADGRA2 ADRA1A ADRB3 ANGPT2 ANK1 AP3M2 BIN3 BLK BMP1 BRAT1 C8orf58 CHRNA2 CHRNA6 CHRNB3 CLDN23 CLU DCTN6 DDHD2 DEFA4 DEFA5 DEFA6 DEFB108B DEFB134 DEFB4A DEFB4B DKK4 DMTN DOK1 DOK2 DPYSL2 DUSP26 EGR3 EIF4EBP1 ENTPD4 EPHX2 ERLIN2 EXTL3 FAM160B2 FGF17 FGF20 FGL1 FUT10 FZD3 GATA4 GFRA2 GOT1L1 HGSNAT HOOK3 HTRA4 INTS9 KCNU1 KIF13B LEPROTL1 LETM2 LMOD3 LSM1 MSR1 MSRA NAT1 NAT2 NKX6-3 PBK PDLIM2 PEBP4 PHYHIP PLAT PLPBP PLPP5 PNOC POMK PPP2CA PPP2CB PRAG1 PRSS55 PSD3 PTK2B PURG RHOBTB2 RNF170 RNF5 SARAF SCARA3 SFRP1 SFTPC SGCZ SH2D4A SLC20A2 SLC39A14 SLC7A2 SMIM18 SMIM19 SORBS3 SOX7 STAR STC1 STMN4 TACC1 TEX15 TM2D2 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TRMT9B TTI2 VDAC3 VPS37A WDR73 XPO7 ZDHHC2 ZMAT4 ZNF395 ZNF705A ZNF705B"
104,21,0.2006,42.13,1.766e+04,0.002374,1.00000,"ADAM19 AGTPBP1 CCDC169 CLSTN2 DCAF5 DMAC2 EDEM3 EHD4 FAM129A FAM81A FGL1 GUCY1A1 KHK OIT3 PLD3 PRKAG3 RTL10 SLC5A6 SPDYC SYNPO2 UTP14C"
105,18,0.2057,31.47,1.443e+04,0.002170,1.00000,"ADAM29 C3orf62 CDK5RAP1 CLEC4G ERBB4 FAM120B FJX1 GPR22 HSDL1 HTR3D IRAK1BP1 MNX1 NAPEPLD NKG7 PDE10A SOGA1 TRAM1L1 TRIM17"
106,83,0.1822,620.1,6.547e+04,0.009360,1.00000,"ADAMTS12 ADAMTS16 ADCY2 AKTIP AMACR ANKRD33B ANXA2R C1QTNF3 C5orf34 C5orf51 C6 C7 C9 CAPSL CARD6 CCDC127 CCDC152 CCL28 CDH10 CDH12 CDH18 CDH6 CDH9 CEP72 CMBL DAB2 DAP DNAH5 EGFLAM EXOC3 FAM173B FBXL7 FBXO4 FGF10 G3BP2 GHR HCN1 ICE1 IL7R INTS11 IRX1 IRX2 IRX4 LMBRD2 MROH2B NIM1K NKD2 NNT NPR3 NUP155 OSMR OTULIN OTULINL OXCT1 PDZD2 PLCXD3 PLEKHG4B PRLR PTGER4 RAI14 RANBP3L ROPN1L RXFP3 SLC12A7 SLC1A3 SLC45A2 SLC6A18 SLC6A19 SLC6A3 SLC9A3 SPEF2 TENT4A TMEM267 TOMM7 TPPP TRIO TTC23L TTC33 UBE2QL1 UGT3A1 UGT3A2 ZDHHC11 ZNF35"
107,72,0.1750,447.2,4.684e+04,0.009428,1.00000,"AMOTL2 ARHGEF7 ARPC3 BCAR1 BCAR3 BRK1 CAB39 CD151 CRK CRKL DIP2B DLG5 DOCK5 DOCK7 ELMO2 FAM49B FERMT1 FERMT2 FRYL HSP90B1 ILK IQGAP1 ITGA3 ITGAV ITGB1 ITGB5 KIRREL1 LATS2 LIMS1 MAP4K4 MARK2 MARK3 MESD MOB4 MYO10 NCKAP1 NF2 NRBP1 NRP1 PAK2 PDCD10 PICALM PKN2 PLXNA1 PPM1F PRAG1 PTK2 PTPN12 PTPN14 PXN RAC1 RALGAPB RAP2B RAPGEF1 RAPH1 RHOG RNF146 RSU1 SAV1 SRC STK24 TAOK1 TAOK2 TEAD1 TLN1 TNS3 TRIO TSC22D2 VCL WNK1 WWC2 YES1"
108,20,0.2028,38.53,1.628e+04,0.002356,1.00000,"ADAMTS4 BCL2L10 C20orf27 CABS1 CRABP1 CRX CYP1B1 DGKQ DYSF ENDOU FAM185A GPR4 HSPA1B INSYN1 LIPG LRRC37A SLC38A4 TACC2 TNFRSF21 TRPM4"
109,66,0.2975,638.0,5.204e+04,0.01208,1.00000,"ABLIM3 CAMK2A FABP6 FAM153B FAM71B GABRA1 GABRG2 IRGM KLHL3 PCDHA1 PCDHA10 PCDHA11 PCDHA12 PCDHA13 PCDHA2 PCDHA3 PCDHA4 PCDHA5 PCDHA6 PCDHA7 PCDHA8 PCDHA9 PCDHAC2 PCDHB1 PCDHB10 PCDHB11 PCDHB12 PCDHB13 PCDHB14 PCDHB15 PCDHB16 PCDHB3 PCDHB4 PCDHB5 PCDHB6 PCDHB7 PCDHB8 PCDHGA1 PCDHGA10 PCDHGA11 PCDHGA12 PCDHGA2 PCDHGA3 PCDHGA4 PCDHGA5 PCDHGA6 PCDHGA7 PCDHGA8 PCDHGA9 PCDHGB1 PCDHGB2 PCDHGB3 PCDHGB4 PCDHGB6 PCDHGB7 PCDHGC3 PCDHGC4 PCDHGC5 PSD2 SEPT8 SLC22A4 SLC22A5 SLC36A2 SLC36A3 SLC4A9 TIGD6"
110,62,0.1842,348.4,4.042e+04,0.008519,1.00000,"AASDHPPT ADAT2 ADAT3 ALG1 C1orf109 CCDC115 CDIPT CIAO1 CIAO2B CRLS1 DCPS DHPS DHX33 DNAJC11 DNLZ DOHH DOLK DPAGT1 EIF5A FAM98B FDXR FXN GNB1L HSCB LETM1 LONP1 LYRM4 MRE11 NDOR1 NUBP2 ORC5 OSGEP PAK1IP1 PGS1 PMVK POP5 PPP4C PSMG4 PTPMT1 PYROXD1 ROMO1 RPP21 RTCB RTRAF SOD1 SPATA5L1 TAMM41 THG1L TIMM10 TIMM13 TIMM29 TIMM9 TPI1 TPRKB TRIAP1 TRMT112 TRMT6 TRMT61A TTC4 UTP4 VEZT WDR18"
111,47,0.2026,219.0,3.141e+04,0.006905,1.00000,"ACTR1A ALG11 ALG5 ANAPC13 ANAPC15 ANAPC5 ARGLU1 BORA CCDC142 CCNF CDC16 CDC27 CENPJ COG3 COG6 DIS3 DYNC1LI2 EXOSC8 GTF3A MAD2L1BP MIPEP MRPL57 MRPS31 MZT1 NAA15 NUFIP1 NUP58 PCID2 POMP PRPF39 RBM27 RFC3 SGO1 SGO2 SKA1 SKA3 SPAG5 SUGT1 TPT1 TRNAU1AP TUBGCP3 UBE2C UBE2S USPL1 VPS36 WBP4 ZC3H13"
112,44,0.4568,432.2,3.064e+04,0.01387,1.00000,"H2AFX HIST1H1A HIST1H1B HIST1H1C HIST1H1D HIST1H1E HIST1H2AA HIST1H2AC HIST1H2AD HIST1H2AE HIST1H2AG HIST1H2AI HIST1H2AJ HIST1H2BA HIST1H2BB HIST1H2BC HIST1H2BD HIST1H2BE HIST1H2BF HIST1H2BG HIST1H2BH HIST1H2BI HIST1H2BJ HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN HIST1H2BO HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST1H4A HIST1H4E HIST1H4I HIST1H4L HIST2H2AC HIST2H2BE HIST2H2BF"
113,27,0.5135,180.3,1.751e+04,0.01016,1.00000,"BRIP1 CENPS CENPX FAAP100 FAAP20 FAAP24 FANCA FANCC FANCD2 FANCE FANCF FANCG FANCI FANCL FANCM MCM8 MCM9 RAD51 RAD51B RAD51C RAD51D RFWD3 SFR1 SLX4 UBE2T XRCC2 XRCC3"
114,54,0.3454,494.3,3.992e+04,0.01220,1.00000,"ADCY4 ANG BCL2L2 C14orf93 CARMIL3 CEBPE CHMP4A CIDEB CMA1 CMTM5 CTSG DHRS2 DHRS4 EDDM3A EDDM3B FITM1 GZMB GZMH IL25 LTB4R LTB4R2 MYH6 MYH7 OR10G2 OR10G3 OR11G2 OR11H4 OR11H6 OR4E2 OR4K13 OR4K17 OR4M2 OR4N4 OR4Q3 OR5AU1 OR6S1 PPP1R3E PSME2 RAB2B RBM23 REC8 RNASE1 RNASE13 RNASE3 RNASE4 RNASE6 RNASE7 RNASE8 RNF212B SLC7A7 SLC7A8 TEP1 TM9SF1 TSSK4"
115,26,0.2018,65.59,1.839e+04,0.003544,1.00000,"ADCY6 ANKMY2 CMIP CRYAB DHX29 GNB1 GPR3 IKZF3 IRF4 NFKB1 PDE7A POU2AF1 PRDM1 PRKACA PRKAR1A PTGES3 RIC8B SELENOT SIK2 SIK3 SMAD7 STK11 STRADA TCF12 TCF3 YWHAG"
116,90,0.1964,786.4,7.104e+04,0.01092,1.00000,"AARD ADCY8 ARC ARHGAP39 C8orf33 C8orf44 C8orf76 C8orf82 CA1 CA13 CA2 CA3 CA8 CNGB3 COL14A1 CYHR1 CYP11B1 CYP11B2 CYP7A1 DENND3 ENPP2 EXOSC4 FABP12 FAM135B FBXL6 FBXO32 FOXH1 GLI4 GML GPIHBP1 GRINA GSDMC GSDMD KCNQ3 KLHL38 LIG3 LRRC14 LRRC24 LY6D LY6E LY6K LYPD2 MAPK15 MCMDC2 MROH1 MROH6 MTSS1 NAPRT NOV NRBP2 OC90 PKIA PLEC PMP2 PPDPFL PPP1R16A PSCA PTP4A3 PUF60 RGS22 RHPN1 RNF139 RPL8 SGK3 SLC30A8 SLURP1 SLURP2 SNX16 TG TIGD5 TMEM69 TRAPPC9 TRIM55 TSNARE1 TSTA3 VPS28 WISP1 XKR9 ZFHX4 ZFP41 ZHX2 ZNF16 ZNF250 ZNF34 ZNF514 ZNF517 ZNF623 ZNF696 ZNF7 ZNF707"
117,76,0.1826,520.4,5.923e+04,0.008688,1.00000,"ABHD10 ADGRG7 ALCAM ALDH1L1 ARHGAP31 ARHGEF26 ARL13B ARL6 C3orf30 CASR CCDC58 CCDC80 CD200R1 CD200R1L CD96 CDV3 CFAP100 CLDND1 COL8A1 CPA3 CPB1 CSTA DIRC2 EIF2A EPHA6 FAM162A GPR171 GRAMD1C HACD2 IFT57 IMPG2 KLF15 LNP1 MAATS1 METTL15 MTRNR2L8 NSUN3 NXPE3 OR5AC2 OR5H1 OR5H14 OR5H15 OR5H2 OR5H6 OR5K1 OR5K3 OR5K4 P2RY12 P2RY13 P2RY14 PLCXD2 PLSCR1 PLSCR2 PROS1 RETNLB ROPN1 ROPN1B SCHIP1 SERPINI1 SERPINI2 SIDT1 SLC35A5 SLC9C1 SLCO2A1 ST3GAL6 STX19 TAGLN3 TBC1D23 TFDP2 TM4SF18 TM4SF4 TMPRSS7 TPRA1 WDR5B ZNF80 ZPLD1"
118,10,0.5120,23.04,6554,0.003492,0.999933,"CNOT1 CNOT10 CNOT11 EIF3K EIF3L EIF4E2 FAM193A GGNBP2 GIGYF2 GPBP1"
119,77,0.1717,502.4,6.205e+04,0.008012,1.00000,"ACOD1 AKAP11 AMER2 ARL11 ATP12A B3GLCT C1QTNF9 C1QTNF9B CAB39L CCNA1 CDX2 CKAP2 CNMD COMMD6 CPB2 CRYL1 CSNK1A1L CTAGE1 DCLK1 DGKH DHRS12 DZIP1 ENOX1 ESD GJB2 GJB6 GPALPP1 GPR22 HSPH1 HTR2A IFT88 INPP5F ITGBL1 KATNAL1 KBTBD6 KBTBD7 KCNRG KPNA3 KRTAP21-1 LACC1 LCP1 LHFPL6 LRP2BP LRRC63 MN1 N4BP2L1 NEK3 NEK5 PABPC3 PCDH17 PCDH8 PCDH9 POSTN PSPC1 RASL11A RCBTB2 RNF6 RXFP2 SHISA2 SIAH3 SLC25A15 SLC25A30 SLC46A3 SLITRK1 SMIM2 SOHLH2 SPATA13 SPERT TRIM13 TRPC4 UBL3 VANGL1 WASF3 ZAR1L ZIC5 ZMYM2 ZMYM5"
120,125,0.1652,1281,9.627e+04,0.01309,1.00000,"ABCC10 ADGRF1 AIF1 BAG2 BTN2A1 BTN2A2 C6orf106 C6orf226 C6orf48 CLIC1 CPNE5 CRISP1 CRISP2 CYP21A2 DEFB114 DLK2 DST ENPP4 ENPP5 FBXO9 FRS3 GCM1 GFRAL GLYATL3 GNMT GPX6 GSTA1 GSTA2 GSTA3 GSTA4 GSTA5 GUCA1A GUCA1B HCRTR2 HIST1H1T HIST1H2AA HIST1H2AC HIST1H2AD HIST1H2BD HIST1H2BG HIST1H3J HIST1H4C HIST1H4H HLA-A HLA-C HLA-DMB HLA-DOA HLA-DOB HLA-DPA1 HLA-DPB1 HLA-DRA HLA-E HLA-F HLA-G HSPA1L ICK IL17A IL17F KCNK16 KCNK17 KLC4 KLHL31 LRRC1 LRRC73 LST1 LY6G6F MAPK13 MEP1A MICB MLIP MPIG6B MSH5 MUT NCR2 NCR3 NUDT3 OARD1 OPN5 OR14J1 OR2B3 OR2B6 OR2H2 OR2J2 OR2J3 PAQR8 PGC PKHD1 POLH PPT2 PRICKLE4 PRPH2 PRR3 PSMB8 PSORS1C2 RAB23 RHAG RSPH9 SCUBE3 SIPA1 SLC17A4 SPATS1 STK19 TAP1 TAP2 TAPBP TFAP2B TFAP2D TFEB TJAP1 TMEM217 TMEM63B TNXB TREM2 TREML1 TRIM10 TRIM26 TRIM39 YIPF3 ZKSCAN4 ZNF165 ZNF184 ZNF318 ZNF451 ZSCAN16 ZSCAN31"
121,22,0.2026,46.79,1.811e+04,0.002571,1.00000,"ADGRF3 ANK3 CACNG5 CASD1 CCDC66 CCDC91 CCER2 GNPDA1 IRGM JCHAIN KCNG2 MYH7 NCAM2 NPHP1 NPVF NSUN4 PPIL3 SLC36A4 TFPI TMEM171 WDR27 ZNF781"
122,41,0.1739,142.6,2.930e+04,0.004829,1.00000,"AKT1S1 ALK ASCL1 C19orf70 CHST2 DDIT4 GATA2 GATA3 GPR107 GSE1 HAND2 IER3IP1 IGF2BP1 IMMT INSM2 ISL1 LDAH LIN28B LRRC41 MAB21L1 MEIS2 MINOS1 MYCN MYT1 PBX1 PBX2 PBX3 PDK1 PHOX2A PHOX2B RGP1 SCYL1 SOX11 TFAP2B TGIF2 TLX2 TMEM167A UNC50 VPS54 YIPF5 ZMYM2"
123,100,0.1750,866.3,7.940e+04,0.01077,1.00000,"ADGRL3 ADH1A ADH1B ADH4 ADH6 ADH7 AFM AFP ALB AMBN AMTN ANXA3 ARL9 BIN2 BTC C4orf17 CBR4 CCDC158 CDKL2 CFAP299 CFI CLDN24 CNOT6L CXCL1 CXCL11 CXCL2 CXCL3 CXCL5 CXCL6 CXCL9 DCUN1D4 ENAM FAM13A FAM47E FDCSP GC GK2 GLDC GNRHR GPAT3 HERC3 HERC5 HERC6 HNRNPD HNRNPDL HPSE HSD17B11 HTN3 KDR KIT KLHL2 LNX1 LRIT3 LRRC25 LRRC66 MEPE MRPL1 NAA11 NAAA NDST4 NPFFR2 ODAPH OPRPN PARM1 PCDH10 PDGFRA PF4 PF4V1 PPBP PPM1K RUFY3 SCD5 SEPT11 SLC9B2 SMIM14 SMR3A SMR3B SPATA18 STAP1 SULT1B1 SULT1E1 TACR3 THAP6 THAP9 THEGL TMEM150C TMPRSS11A TMPRSS11B TMPRSS11D TMPRSS11E TSPAN5 UGT2A1 UGT2A3 UGT2B11 UGT2B15 UGT2B28 UGT2B4 UGT2B7 USP46 USP53"
124,16,0.2032,24.38,1.261e+04,0.001925,0.999999,"ADAM11 ADGRL4 ANKRD7 AQP9 BORCS8 C17orf58 ECI2 GPR83 GPSM3 HEPHL1 MBOAT1 NLGN1 SLC5A5 STRA6 TCF19 ZNF517"
125,70,0.1716,414.3,5.372e+04,0.007635,1.00000,"ADD1 AFAP1 APBB2 ATP10D BEND4 BOD1L1 CHRNA9 CKAP5 CLRN2 CLTC CNGA1 COMMD8 CORIN CPLX1 CWH43 DHX15 DHX9 DLGAP5 FBXL5 FGFBP2 FRYL GABRA2 GABRA4 GABRB1 GABRG1 GAK GTSE1 HAUS1 HAUS2 HAUS3 HAUS4 HAUS5 HAUS6 KCTD8 KIF15 LCORL LDB2 MAD2L1BP MFSD10 MRFAP1L1 N4BP2 NIPAL1 NOP14 OCIAD1 OCIAD2 PACRGL PGM2 POLN POU4F2 PPP2R2C S100P SEL1L3 SH3TC1 SLAIN2 SLC10A4 SLC34A2 SLIT2 SORCS2 STIM2 STX18 TACC3 TEC TLR1 TLR10 TLR6 TNS1 TXK WDR19 ZAR1 ZFYVE28"
126,26,0.2025,65.81,2.209e+04,0.002964,1.00000,"ADPRHL1 ADRA1B ANKRD13D APOBEC2 C8orf48 CALHM4 CAMK1D CARD8 CCNY CFTR CNTNAP1 CSF1 CTSB EXO5 F10 FZD3 GAS6 LARGE1 NR2C2 NSG2 PHTF1 RAB20 RHOH SLC30A6 WFDC13 ZNF664"
127,19,0.4892,83.66,1.236e+04,0.006702,1.00000,"CCDC134 CNPY2 CPD DNAJB11 FURIN HSP90B1 IGF1R INSR IRS1 IRS2 KBTBD2 OST4 OSTC PTEN SEC62 SSR1 SSR2 SSR3 STT3A"
128,16,0.2060,24.72,1.251e+04,0.001967,0.999999,"AGAP1 ATP13A4 ATP1B1 ATP1B2 CXCL13 GPD1L HIST1H4A HSPH1 NEURL4 NMUR2 PHACTR3 SLC4A2 SLC51B SNX13 TXNL1 USP38"
129,22,0.3888,89.82,1.582e+04,0.005631,1.00000,"AHCTF1 C1orf131 COG2 DDX59 DTL EPRS EXOC8 GGPS1 GUK1 HEATR1 IARS2 INTS7 ISG20L2 NUP133 NVL RRP15 SDE2 SRP9 TBCE TOMM20 URB2 UTP25"
130,58,0.1913,316.2,3.845e+04,0.008133,1.00000,"AASDHPPT ADAT2 ADAT3 AGK ALG1 C1orf109 CCDC115 CDIPT CIAO1 CIAO2B CIAPIN1 DHPS DHX33 DNLZ DOLK DPAGT1 FDX2 FDXR FXN GLRX3 HSCB LETM1 LONP1 LYRM4 MRE11 NDOR1 NFS1 NUBP2 ORC5 OSGEP PAK1IP1 PGS1 POP5 PPP4C PTPMT1 RPP21 RTCB RTRAF SLC25A28 SLC25A37 SOD1 SPATA5L1 STOML2 TAMM41 THG1L TIMM10 TIMM22 TIMM29 TIMM9 TPRKB TRIAP1 TRMT112 TRMT6 TRMT61A TTC4 UTP4 VEZT WDR18"
