Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
583,21,0.4030,84.64,1.678e+04,0.005006,1.00000,"ASTL C2orf49 CCDC74B CFC1 CFC1B CNNM4 FAHD2A FAM178B IL1F10 IL1RN IL36G LYG1 MGAT4A MRPL30 POTEI RNF149 SCN1A SCTR SULT1C2 TRIM43 TUBA3D"
584,7,0.4017,8.435,5980,0.001405,0.999299,"B3GALT4 HTR6 IFI6 MDM1 QSOX1 SCYL3 STK32B"
585,7,0.4235,8.894,5617,0.001577,0.999299,"B3GALT5 BATF2 FAM107B GULP1 SCGB2A2 SNX32 SYCP2"
586,21,0.6732,141.4,1.345e+04,0.01037,1.00000,"B3GALT6 B3GAT3 B4GALT7 C3orf58 EXT1 EXT2 EXTL3 FAM20B FGFR1 FRS2 GLCE GRB2 HS2ST1 NDST1 PTPN11 SLC35B2 SLC39A9 TM9SF3 TMEM165 UGDH XYLT2"
587,17,0.4067,55.30,1.344e+04,0.004088,1.00000,"C6orf203 CGAS COL19A1 DDX43 DPPA5 ENPP3 FAM135A GABRR1 GJB7 KHDC1 KHDC1L KHDC3L LGSN TAAR2 TAAR6 TCF21 VNN2"
588,8,0.4098,11.47,6817,0.001676,0.999679,"ACACB ADRB3 B3GLCT DCT DOK2 EDNRB RCBTB2 TEX15"
589,20,0.4092,77.75,1.363e+04,0.005654,1.00000,"ALG6 ALG8 B3GNT2 B3GNT5 B4GALT3 B4GALT5 GALE OST4 OSTC SLC35A3 SPPL3 SSR1 SSR2 SSR3 STT3A TM9SF2 TMEM165 UGCG UGP2 UXS1"
590,17,0.3860,52.49,1.289e+04,0.004045,1.00000,"ADAMTS8 C11orf53 CLDN25 CRYAB FXYD6 HTR3A HTR3B KCNJ1 NXPE1 NXPE2 NXPE4 OR10G9 OR4D5 OR6M1 POU2F3 TIMM8B TMEM136"
591,26,0.3521,114.4,1.997e+04,0.005683,1.00000,"BIRC3 C11orf88 CARD16 CASP5 CCDC81 CCDC89 CEP126 CFAP300 DYNC2H1 FAM76B FOLR1 FOLR2 KRTAP5-9 MMP1 MMP10 MMP13 MMP20 MMP27 MMP3 MMP7 MMP8 P2RY2 P2RY6 PLEKHB1 SYT9 UCP3"
592,7,0.4109,8.628,5651,0.001521,0.999299,"B3GNT7 CYBA ETV2 HMBS PPOX SPTA1 TCHHL1"
593,7,0.4333,9.098,5930,0.001528,0.999299,"B3GNT9 CYP7A1 ENAH NLRP2 SULT1C3 TMEM150C TRPV2"
594,6,0.4189,6.283,4921,0.001272,0.998474,"B3GNTL1 BCL7C CGREF1 PLD1 RNF222 TUBA3C"
595,5,0.4541,4.541,3888,0.001164,0.996692,"B4GALNT1 GPR182 MDK STMN2 ZNF254"
596,6,0.4251,6.377,4886,0.001300,0.998474,"B4GALNT2 CCDC70 DHRS12 NLK PTTG2 SPRY4"
597,6,0.4317,6.476,4784,0.001349,0.998474,"B4GALT4 BPIFB1 ELF1 GFM2 TTYH3 ZNF266"
598,21,0.4029,84.60,1.745e+04,0.004813,1.00000,"AARD BAALC C8orf76 COL14A1 DCDC2 ENPP2 FBXO32 GNPNAT1 GSDMC KLHL38 MTSS1 NECAB1 NETO2 NOV PPDPFL RNF139 SLC22A4 SLC30A8 TRMT12 WDYHV1 ZFHX4"
599,12,0.4128,27.25,8095,0.003345,0.999986,"CDC6 CDT1 GMNN MRE11 ORC1 ORC2 ORC3 ORC4 ORC5 ORC6 PNKP USP37"
600,15,0.4070,42.74,1.141e+04,0.003722,0.999999,"ADAMTS15 ADAMTS8 BACE1 C11orf53 CRYAB FXYD6 HTR3A HTR3B KCNJ1 NXPE1 NXPE2 NXPE4 POU2F3 RNF214 TMEM136"
601,6,0.4275,6.412,4826,0.001323,0.998474,"BACE2 CACNG3 CCDC28A CNPY3 CSGALNACT2 PRCP"
602,6,0.4167,6.251,4881,0.001276,0.998474,"BACH2 BANK1 CCDC122 FAT4 GPR135 PTGER2"
603,5,0.4242,4.242,3836,0.001102,0.996692,"BAD GDF7 OR52K1 TMEM231 TMEM89"
604,7,0.4160,8.736,5742,0.001515,0.999299,"BAG3 CCDC9B FOLR1 LCA5 SEMA7A TENM4 WNT11"
605,6,0.4201,6.302,4851,0.001294,0.998474,"BAIAP3 FUT2 MISP PPP1R16B TRAK2 UBE2E3"
606,18,0.4055,62.04,1.387e+04,0.004443,1.00000,"AKAP2 BARHL1 C9orf16 C9orf84 FAM129B GBGT1 KIF12 OR13C3 OR1J1 OR1J2 OR1J4 OR1L1 OR1L8 OR1N2 PALM2 RALGAPA1 TXNDC8 ZBTB6"
607,6,0.4206,6.309,4705,0.001336,0.998474,"BARHL2 CACNG8 HOOK2 ME3 SERPINE2 TRIM58"
608,19,0.3923,67.08,1.308e+04,0.005087,1.00000,"CCND2 FURIN HERPUD1 IKBKB IKZF3 IRF4 IRS1 MAF MEF2C NFKB1 POU2AF1 PRDM1 RELA RELB SMAD7 TCF3 TRAF5 UBALD2 ZNF296"
609,11,0.4083,22.46,7104,0.003142,0.999969,"BATF3 IKZF1 IRF4 JUNB MYB PTPN1 PTPN11 RORC SBNO2 SOS1 STAT3"
610,8,0.4095,11.47,6461,0.001767,0.999679,"ANO8 BBS2 HSD11B2 KRT40 PAQR4 PSMB10 RAB26 ZNF423"
611,6,0.4323,6.485,5026,0.001286,0.998474,"BCAN ERGIC1 ITGB1BP1 RASGRF1 TBC1D26 TMC5"
612,55,0.3511,521.4,4.366e+04,0.01177,1.00000,"ERVV-2 GP6 KIR2DL1 KIR2DL3 KLK3 KLK4 LAIR1 LAIR2 LILRA4 LILRB2 LILRB5 NLRP11 NLRP13 NLRP4 NLRP9 RFPL4A SHISA7 SMIM17 VN1R1 VN1R4 ZFP28 ZIM3 ZNF135 ZNF211 ZNF264 ZNF28 ZNF304 ZNF324 ZNF324B ZNF329 ZNF415 ZNF416 ZNF460 ZNF524 ZNF528 ZNF534 ZNF543 ZNF548 ZNF550 ZNF581 ZNF586 ZNF587 ZNF610 ZNF665 ZNF667 ZNF677 ZNF701 ZNF772 ZNF773 ZNF805 ZNF808 ZNF880 ZSCAN22 ZSCAN5A ZSCAN5B"
613,6,0.4266,6.399,4889,0.001304,0.998474,"ABCA13 ADAMTS13 BCAS1 TMEM8B TRAF1 USP30"
614,6,0.4244,6.366,4825,0.001315,0.998474,"BCKDHB BPIFB4 FKTN GNPDA2 IFT52 KCNB1"
615,6,0.4271,6.407,4408,0.001447,0.998474,"ACBD3 BCL11A DDHD2 FLT3 GAB2 ZFP64"
616,7,0.4015,8.431,5846,0.001437,0.999299,"BCL2L11 BLOC1S2 GMPR NEIL2 PPM1M SCGN SPINT3"
617,6,0.4405,6.607,4911,0.001340,0.998474,"BCL2L12 FCRLB GPR148 IFT80 PMAIP1 TNFAIP6"
618,6,0.4108,6.162,4724,0.001299,0.998474,"BCL2L14 DPPA4 F13A1 KIRREL2 RMDN2 WNT5B"
619,22,0.4028,93.05,1.532e+04,0.006019,1.00000,"BCL10 CYLD IKBKB IL1R1 IL1RAP MYD88 N4BP1 NFKB2 NFKBIA NFKBIB RBCK1 RELA RIPK1 RNF31 SPATA2 STUB1 TAB2 TNFAIP3 TNIP1 TRAF2 TRAF3 TRAF6"
620,15,0.4092,42.97,9712,0.004391,0.999999,"BLM CHTF18 CHTF8 DSCC1 FANCM MMS22L NFATC2IP NSMCE1 NSMCE3 NSMCE4A RMI1 RMI2 SMC6 TOP3A TRAIP"
621,7,0.4066,8.540,5756,0.001478,0.999299,"BCL9 CAMKK1 KIAA0232 LDB2 MDGA1 MEIOB NEBL"
622,20,0.4104,77.98,1.392e+04,0.005553,1.00000,"ACVR1 ACVR2A BAMBI BCL9L BMPR1A FKBP1A FOXA2 HNF1A HNF4A IPO8 LEMD3 LRIG1 LRIG3 MIB1 NEO1 RGMB SMAD1 SMAD7 TCF7L2 UBAC1"
623,6,0.4344,6.516,4591,0.001414,0.998474,"BDH2 BRAP SNX13 SNX14 USP47 WDFY1"
624,22,0.4023,92.93,1.786e+04,0.005164,1.00000,"AGO1 AGO3 AGO4 ARMH1 AZIN2 BEST4 C1orf123 C1orf50 CFAP57 CYP4A22 CYP4Z1 ERMAP EXO5 GJB3 LURAP1 MFSD2A PPT1 ZBTB8A ZFP69 ZFP69B ZNF684 ZNF691"
625,6,0.4174,6.261,4827,0.001292,0.998474,"BDKRB2 CDC23 COX7A1 PIK3C2G PROK2 ZMAT2"
626,6,0.4028,6.041,4669,0.001289,0.998474,"ANTXRL BEGAIN KIAA0408 OR1M1 PPFIA1 TRABD"
627,9,0.4293,15.45,6623,0.002322,0.999853,"ADIPOR2 BCL11A BCL2 BEND4 IRF8 MEF2D SIK3 SLC5A3 ZFP64"
628,7,0.4107,8.624,5330,0.001611,0.999299,"BEND5 CD3G CLCN6 DHRS4 DHRS4L2 GRP RNASE3"
629,7,0.4020,8.442,5684,0.001479,0.999299,"ATP2C2 BEND6 BSPH1 OR2T35 PCDHB15 RETREG2 ZC3H14"
630,6,0.4207,6.310,4841,0.001299,0.998474,"BFSP2 FBXL14 SLC5A9 SWAP70 TMEM61 TSKS"
631,6,0.4187,6.281,4971,0.001259,0.998474,"BHLHA9 CCDC88C GAS2L1 IDNK RAB15 RAPGEF4"
632,8,0.6003,16.81,5622,0.002972,0.999679,"IL6R IL6ST JAK1 LIFR SBNO2 SLC39A1 SOCS3 STAT3"
633,22,0.3871,89.43,1.634e+04,0.005429,1.00000,"AQP7 CBWD1 CBWD2 CBWD5 CCL19 CNN2 CNTNAP3 CNTNAP3B FOXD4 FOXD4L4 FOXD4L5 IL11RA OR13J1 OR2S2 PGM5 SPAG8 SPATA31A6 SPATA31A7 ST3GAL1 TESK1 ZNF658 ZNF850"
634,27,0.3762,132.1,1.935e+04,0.006761,1.00000,"EPS15L1 GMIP MEF2B OR7C2 SMIM7 SSBP4 ZNF100 ZNF101 ZNF124 ZNF14 ZNF195 ZNF253 ZNF43 ZNF443 ZNF486 ZNF492 ZNF564 ZNF625 ZNF682 ZNF69 ZNF714 ZNF737 ZNF763 ZNF844 ZNF91 ZNF98 ZNF99"
635,6,0.4389,6.584,5039,0.001302,0.998474,"BICDL1 FTCD MYOM3 PLXNA2 TLL2 TMEM238"
636,6,0.4186,6.278,4786,0.001307,0.998474,"ACAT2 ACR BIK RABL2B TEX9 VAV2"
637,13,0.3897,30.39,8181,0.003690,0.999993,"COP1 DDA1 DET1 DUSP4 DUSP5 FOSL1 HIVEP1 JUN JUNB MAPK1 STK40 TRIB1 TRIB2"
638,10,0.4116,18.52,7829,0.002354,0.999933,"BIVM CLYBL COL4A1 COL4A2 F7 KDELC1 PLA2G4A SLITRK5 ZIC2 ZIC5"
639,6,0.4031,6.047,5062,0.001190,0.998474,"BLMH FAM171B FNDC11 HS3ST6 LAMP3 PREX2"
640,6,0.4156,6.235,4581,0.001355,0.998474,"ATM BLOC1S4 CTAGE15 DCLRE1C SHLD1 UNC80"
641,9,0.4075,14.67,6877,0.002123,0.999853,"LAMP3 RNF111 SCN7A STYXL1 TGFBR1 TGFBR2 TGFBR3 TMEM222 UBXN11"
642,4,0.4466,2.679,3111,0.0008583,0.992931,"BLVRB C8A HNRNPCL1 PRR22"
643,6,0.4084,6.126,4696,0.001299,0.998474,"ACOT1 BLZF1 CAPS MMP16 RDH11 TAPBP"
644,7,0.4060,8.527,5851,0.001452,0.999299,"AANAT BMP1 HOXD12 INA INTU TP53I3 XIRP2"
645,6,0.4405,6.607,4907,0.001341,0.998474,"BMP3 FRZB LRRC66 RAPGEF4 SEPT10 SNTG1"
646,5,0.4464,4.464,3973,0.001119,0.996692,"BMP5 DRD2 HS6ST3 PLCH2 THEMIS"
647,5,0.4218,4.218,3939,0.001067,0.996692,"BMPER HECTD3 OR52A1 OR52A5 SLC5A2"
648,7,0.4246,8.916,5820,0.001526,0.999299,"BMPR1B CAMK2N2 CASP10 CXCR2 GPBAR1 SPARC TEX44"
649,11,0.4006,22.03,7709,0.002842,0.999969,"BMS1 DDX21 GBF1 HNRNPH1 NCL NOC3L NOLC1 PDCD11 RRP12 SUPV3L1 TIMM23"
650,5,0.4456,4.456,3897,0.001139,0.996692,"BNC1 FILIP1 MMP25 OR51Q1 WEE2"
651,5,0.4498,4.498,3847,0.001165,0.996692,"BNC2 ECHDC2 GNRH1 HAND1 PIGX"
652,5,0.4204,4.204,4025,0.001041,0.996692,"BNIPL CSAD FADS1 GPR26 SLITRK6"
653,5,0.4413,4.413,3852,0.001141,0.996692,"ANKRD45 BOC CDC42BPB MCC SFXN1"
654,6,0.4327,6.491,4783,0.001352,0.998474,"BOD1 C6orf201 CLEC2A FAM217A RAB3B RNF133"
655,5,0.4255,4.255,3816,0.001111,0.996692,"BOD1L1 CPN2 DDX42 NUB1 ZNF594"
656,6,0.4126,6.189,4642,0.001328,0.998474,"BOD1L2 C19orf84 FARP2 H1FNT PCMTD1 TOB1"
657,6,0.4021,6.031,4802,0.001251,0.998474,"BOK FAM107A LSMEM2 SPAG16 TRIM3 ZNRF1"
658,6,0.4017,6.025,4657,0.001289,0.998474,"BOLL C10orf120 FAM71F1 HS3ST5 SEMA3C SUCNR1"
659,6,0.4174,6.262,4825,0.001293,0.998474,"BPHL FOXF2 LMNTD2 PIWIL1 SLC6A12 WFIKKN1"
660,20,0.3815,72.49,1.496e+04,0.004808,1.00000,"ADAMTS15 ADAMTS8 CCDC153 FXYD6 HTR3A HTR3B KCNJ1 NTM NXPE2 NXPE4 OR10G8 OR10G9 OR10S1 OR4D5 OR6M1 OR6X1 OR8B2 OR8B8 OR8D4 TMEM136"
661,33,0.4030,212.8,2.701e+04,0.007797,1.00000,"ADA BPI BPIFA3 BPIFB2 BPIFB4 CNBD2 CPNE1 DEFB116 DLGAP4 DUSP15 FAM209A FAM209B FAM83C FOXS1 GGT7 GHRH HCK KIAA1755 LBP MAP1LC3A MYH7B MYLK2 NNAT SNTA1 SPAG4 TLDC2 TM9SF4 VSTM2L WFDC11 WFDC6 WISP2 XKR7 ZNF341"
662,34,0.4005,224.7,2.775e+04,0.008013,1.00000,"ADA BPIFB3 BPIFB4 CCM2L CNBD2 CPNE1 DEFB115 DEFB116 DLGAP4 DUSP15 EPPIN FAM209A FAM209B FAM83C FOXS1 GGT7 GHRH HCK KIF3B LBP MAP1LC3A MYH7B MYLK2 NOL4L SLC12A5 SOGA1 TLDC2 TM9SF4 VSTM2L WFDC11 WFDC6 WISP2 XKR7 ZNF341"
663,6,0.4254,6.380,4898,0.001298,0.998474,"APOL6 BPIFB6 CFC1B COPS7B ERRFI1 POR"
664,12,0.4211,27.79,8125,0.003399,0.999986,"BRAT1 BRF2 DCTN6 FNTA GINS4 INTS14 INTS9 MAK16 PPP2CA PPP2CB TTI2 WDR73"
665,21,0.4057,85.20,1.669e+04,0.005065,1.00000,"BCAS4 BMP7 CASS4 CNBD2 FAM209A FAM209B GGT7 MTRNR2L3 NPBWR2 OPRL1 PCK1 PMEPA1 R3HDML RBM38 RIPOR3 SLC2A4RG STX16 TFAP2C WFDC11 WISP2 ZGPAT"
666,8,0.4244,11.88,6641,0.001782,0.999679,"BRINP3 CA3 CACNB2 CRB1 CSMD3 CYP7A1 S100A13 SYNE1"
667,19,0.7370,126.0,1.244e+04,0.009999,1.00000,"BRIP1 CENPS CENPX FAAP100 FAAP20 FAAP24 FANCA FANCC FANCD2 FANCE FANCF FANCG FANCI FANCL FANCM RFWD3 SLX4 UBE2T XRCC2"
668,6,0.4099,6.149,5176,0.001184,0.998474,"BRSK1 LOXL3 PCK2 PMP22 TNFRSF19 WNT9A"
669,7,0.4345,9.124,5443,0.001669,0.999299,"BSCL2 CCER1 CEACAM3 ISLR2 KIR3DL3 TNFSF8 TOP3B"
670,5,0.4304,4.304,3950,0.001086,0.996692,"BSN CCDC62 LEPROTL1 MANBAL METTL25"
671,9,0.4027,14.50,6916,0.002086,0.999853,"BST1 CHCHD6 DYDC1 INTS4 NUMA1 POLD3 RPS3 SPCS2 WDR72"
672,12,0.4041,26.67,7717,0.003433,0.999986,"ARMC7 BTAF1 CCDC84 DDX59 DHX9 DRAP1 PPIH RBM48 SCNM1 SNRPB2 TXNL4B WRAP53"
673,6,0.4408,6.612,4856,0.001356,0.998474,"BTBD10 EPHA5 FOXA3 LAMB1 PLA2G2D TMEM87A"
674,6,0.4321,6.482,4909,0.001316,0.998474,"BTBD16 CCER2 DMAC2 FGF5 GCNT1 MAB21L1"
675,5,0.4157,4.157,3753,0.001103,0.996692,"BTBD2 DLG5 KSR1 ZDHHC5 ZNF557"
676,21,0.4028,84.58,1.453e+04,0.005772,1.00000,"CNIH4 DUX4 EIF2S1 HSPE1 NBEAL1 NUTF2 OR2A25 RPL11 RPL12 RPL13 RPL17 RPL18A RPL37 RPL4 RPLP2 RPS13 SNU13 ST20 TBC1D3B TSPYL5 UQCRH"
677,6,0.4072,6.108,4723,0.001288,0.998474,"BTBD6 FICD FSD2 LMBR1 PNPLA2 TMEM150A"
678,5,0.4515,4.515,3904,0.001152,0.996692,"BTBD7 KLHL20 LRRC14B MAST4 PALM"
679,6,0.4220,6.331,4923,0.001281,0.998474,"ANTXR2 BNIP3L BTBD8 FUT4 KIF1B NEUROD6"
680,8,0.4096,11.47,6666,0.001714,0.999679,"BTG2 FAM69C GSDMC KCNQ3 MATN2 RASGRF2 SUN2 WISP1"
681,9,0.4261,15.34,6334,0.002409,0.999853,"ANKRD17 BTG1 BTG3 CNOT2 CNOT3 CNOT6 CNOT6L CNOT7 CNOT8"
682,5,0.4604,4.604,3904,0.001175,0.996692,"BTNL3 BTNL8 DCAF17 RALB RGPD2"
683,17,0.4049,55.06,1.393e+04,0.003929,1.00000,"AK1 AK8 ASB6 CERCAM CIZ1 DBH ENTPD2 GBGT1 LCN6 LCN8 NTMT1 OR1J4 PIP5KL1 RALGPS1 SARDH TOR1B USP20"
684,9,0.4047,14.57,6160,0.002352,0.999853,"ASPM BYSL LSM2 PFDN1 PFDN6 PPP1R10 RPL7L1 TBCC TUBB4B"
685,6,0.4158,6.237,4108,0.001512,0.998474,"ARF4 BZW1 KDELR1 KDELR2 SUCO WIPF1"
686,7,0.4069,8.545,5860,0.001453,0.999299,"ANKRD28 C10orf105 GHRH LEAP2 MYL9 PCBD2 SLA2"
687,7,0.4112,8.635,5764,0.001492,0.999299,"ACYP2 C10orf62 HOOK2 OSTN SERPINE2 SPAG16 USP13"
688,7,0.4277,8.982,5820,0.001537,0.999299,"C10orf67 C4orf51 CLCA2 EXTL2 KCTD19 RAB22A SIAE"
689,5,0.4123,4.123,4104,0.001001,0.996692,"C10orf90 COL5A1 EFCAB13 FAM118A KISS1R"
690,5,0.4343,4.343,3673,0.001178,0.996692,"C10orf99 CCDC73 CFAP161 TTC37 ZNF14"
691,6,0.4198,6.297,4800,0.001307,0.998474,"C11orf24 CBWD6 HMSD LONRF1 SERPINB3 SGMS1"
692,14,0.4008,36.47,8218,0.004403,0.999997,"BRAF DUSP4 ELAVL1 GRB2 MAP2K1 MAPK1 NRAS PEA15 PTPN11 RAF1 SHOC2 SOS1 SOX10 SOX9"
693,8,0.4009,11.23,6712,0.001666,0.999679,"C11orf45 GHRH OIT3 STEAP1B TMEM161A TMEM211 ZNF341 ZSWIM1"
694,5,0.4294,4.294,3762,0.001137,0.996692,"APBB3 C11orf49 CYB561 KDSR TCERG1L"
695,5,0.4253,4.253,4128,0.001027,0.996692,"C11orf54 DPYSL3 FAM71B LRIT3 PRR35"
696,6,0.4234,6.351,4831,0.001310,0.998474,"ANTXRL C11orf71 FAM222A SLC30A7 SMR3B TBC1D2"
697,6,0.4263,6.395,4840,0.001316,0.998474,"ARG2 C11orf86 DPYSL4 FBXO34 P2RX3 TSPAN13"
698,7,0.4009,8.420,5418,0.001548,0.999299,"AK2 ANKRD61 C11orf87 EBF2 INPP5J NTM TCF24"
699,5,0.4004,4.004,3712,0.001075,0.996692,"C11orf91 DBI GSKIP MS4A3 RCN1"
700,8,0.4077,11.42,6273,0.001812,0.999679,"C12orf10 CFC1 CFC1B GABRA5 LRP1B PLEKHB2 POTEI SCTR"
701,6,0.4221,6.331,4783,0.001319,0.998474,"C12orf29 GOLGA3 KRT4 NKIRAS1 PYCR3 WNT1"
702,5,0.4209,4.209,3976,0.001055,0.996692,"C12orf43 REC114 RGMA UPK2 ZPBP"
703,15,0.4030,42.32,1.038e+04,0.004047,0.999999,"AK6 C12orf45 C18orf21 C1D CCDC59 EXOSC1 EXOSC10 HEATR1 KRR1 NOC4L NOP9 PWP1 RBM19 UTP20 WDR43"
704,5,0.4408,4.408,4021,0.001092,0.996692,"BTG4 C12orf54 FMNL3 KERA MAB21L2"
705,6,0.4435,6.652,4778,0.001387,0.998474,"C12orf60 KDELC1 PLA2G4A RBPMS2 TTLL3 ZNF865"
706,5,0.4328,4.328,3758,0.001147,0.996692,"ADNP2 C12orf73 KCNJ9 PAMR1 RAPGEF6"
707,5,0.4312,4.312,3997,0.001075,0.996692,"ANGPTL6 C12orf74 CCDC169 CNTROB SYNJ2"
708,6,0.4163,6.244,4806,0.001294,0.998474,"BAG5 C12orf76 HSBP1L1 MTNR1B RHOV SLC16A10"
709,7,0.4357,9.149,5768,0.001580,0.999299,"C14orf119 CYSTM1 DNAH14 EXOSC9 IGIP PCDHGB7 ZIK1"
710,6,0.4256,6.384,4767,0.001334,0.998474,"C14orf177 DRD1 LSMEM2 NEURL1B PRKAR1B RASD2"
711,5,0.4430,4.430,3835,0.001151,0.996692,"C14orf28 EPO OR2C1 RNASE11 TRIM41"
712,7,0.4009,8.420,5341,0.001570,0.999299,"ANKK1 C15orf40 CARD18 GUCY1A2 HTR3A NXPE4 TCEANC2"
713,15,0.3961,41.59,9435,0.004375,0.999999,"ATR ATRIP C15orf41 DNAJC9 HUS1 RAD1 RAD17 RAD9A RFC5 RNASEH2A RNASEH2B RNASEH2C TIMELESS TIPIN USP37"
714,5,0.4112,4.112,3943,0.001039,0.996692,"C14orf28 C15orf48 DENND2D EIF4EBP2 EPO"
715,6,0.4005,6.008,4681,0.001279,0.998474,"C15orf61 CAV3 CBWD2 FAM200A METAP1 MPG"
716,6,0.4320,6.480,5195,0.001243,0.998474,"C15orf62 DENND1A GNB5 LGALS4 RWDD2B SH3TC2"
717,8,0.4095,11.47,6075,0.001879,0.999679,"C16orf58 C9orf85 GFRA4 HERC1 LYL1 PIK3R5 SPAST ULK3"
718,12,0.4011,26.47,9926,0.002653,0.999986,"AGR3 C16orf71 CYP2W1 DIXDC1 GPER1 GPR146 MICALL2 PTCD1 RBAK RNF216 SCIN VSTM2A"
719,6,0.4260,6.390,4782,0.001331,0.998474,"C16orf74 GPR84 HILPDA IGSF21 SLC2A7 TP73"
720,7,0.4066,8.539,5739,0.001482,0.999299,"ARSI C16orf87 CFDP1 COLEC12 NKD1 SLCO2A1 SPOCK2"
721,7,0.4314,9.059,6123,0.001474,0.999299,"C16orf95 C17orf97 C8orf82 KIAA0556 MAPK9 POU4F3 RAB2B"
722,27,0.5135,180.3,1.751e+04,0.01016,1.00000,"BRIP1 CENPS CENPX FAAP100 FAAP20 FAAP24 FANCA FANCC FANCD2 FANCE FANCF FANCG FANCI FANCL FANCM MCM8 MCM9 RAD51 RAD51B RAD51C RAD51D RFWD3 SFR1 SLX4 UBE2T XRCC2 XRCC3"
723,6,0.4066,6.099,4958,0.001226,0.998474,"ACAD10 ACER2 ATP2B4 C17orf80 CLEC10A SMPDL3B"
724,6,0.4096,6.144,5017,0.001220,0.998474,"ANGPTL7 C17orf98 CAMK2N2 CFAP97D1 LYSMD3 MOSPD3"
725,6,0.4353,6.529,4859,0.001339,0.998474,"C17orf99 C8orf34 IGSF9B KCNV1 NRXN1 OPRK1"
726,6,0.4168,6.252,4779,0.001303,0.998474,"C18orf54 IGDCC4 MC4R PTPN13 RPS27 RTP5"
727,7,0.4242,8.909,5276,0.001681,0.999299,"ABCF2 C19orf47 DRG1 DUSP1 MPG TRMT2A ZC3H15"
728,6,0.4058,6.087,4976,0.001219,0.998474,"C19orf67 DSCAM DST HTR2A LACTB2 TPP1"
729,51,0.3827,487.9,4.077e+04,0.01180,1.00000,"C19orf73 C5AR1 C5AR2 CABP5 CBLC CCDC61 CEACAM4 CEACAM6 CEACAM7 CLC CRX CYP2A13 CYP2B6 CYP2S1 EML2 FFAR2 FFAR3 FLT3LG FUT1 FUT2 GPR32 IFNL1 IGFL1 IGFL2 IGFL3 IGFL4 KPTN LGALS13 LGALS14 PSG11 PSG2 PSG3 PSG4 PSG6 PSG8 PVR SPACA4 SULT2A1 SULT2B1 TPRX1 ZNF155 ZNF222 ZNF230 ZNF233 ZNF284 ZNF285 ZNF45 ZNF569 ZNF571 ZNF599 ZNF780B"
730,14,0.4086,37.18,9688,0.003812,0.999997,"C1GALT1 CMAS GNE MAN1A2 MAN2A1 MGAT1 MGAT2 MGAT5 NANS SLC35A1 SLC39A9 TM9SF1 TM9SF3 UNC50"
731,10,0.4198,18.89,8569,0.002195,0.999933,"AKR7A3 C1QB C1QC CTRC NBL1 NCALD PLA2G5 PQLC2 SLC2A5 TAS1R2"
732,5,0.4410,4.410,4028,0.001091,0.996692,"ACOX2 C1QL2 FNDC9 TTLL1 ZNF300"
733,6,0.4156,6.234,4839,0.001283,0.998474,"C1QA C1QL3 CRYZ GCH1 PIGR TMEM56"
734,6,0.4098,6.147,4823,0.001270,0.998474,"C1QTNF1 CACNA1C GIMAP5 MCF2L MPP6 TINAGL1"
735,5,0.4029,4.029,3772,0.001064,0.996692,"ACKR3 C1QTNF7 COQ10B LYRM7 NDUFA5"
736,5,0.4538,4.538,3907,0.001157,0.996692,"C1QTNF8 CKS2 FAM173A SSTR5 UBE2Q2"
737,9,0.4047,14.57,7531,0.001926,0.999853,"C1RL C2CD4A ITGBL1 LBP MMP9 PEAK1 R3HDML RBPJL WFDC11"
738,23,0.3474,87.90,1.537e+04,0.005670,1.00000,"BUB3 C1orf109 DAD1 DBR1 DHX33 DPAGT1 EXOSC6 FARSB HSPE1 IMP3 MYBBP1A NIP7 OSGEP PAK1IP1 POP5 RPP21 SPATA5L1 THG1L TIMM10 TRMT112 TXNL4A UTP4 WDR18"
739,6,0.4088,6.132,4673,0.001307,0.998474,"C1orf112 CELSR1 FER1L6 FIGNL1 GPNMB MEGF6"
740,6,0.4060,6.091,4879,0.001244,0.998474,"C1orf115 FOXI2 GRM6 LCT MARC1 RNLS"
741,5,0.4467,4.467,4077,0.001092,0.996692,"ARPIN C1orf116 PSKH1 SCUBE3 STPG4"
742,5,0.4186,4.186,3824,0.001090,0.996692,"ALDH4A1 C1orf122 NPFFR1 SRXN1 TNFRSF1A"
743,5,0.4022,4.022,3701,0.001083,0.996692,"C1orf146 CCT8 MIA2 PRR27 TUBA1C"
744,5,0.4366,4.366,3886,0.001120,0.996692,"C1orf159 CIZ1 DVL3 HRG PLEKHF2"
745,5,0.4282,4.282,3699,0.001153,0.996692,"C1orf162 OR51I1 OR56B1 TRIM34 TRIM5"
746,8,0.4268,11.95,6905,0.001724,0.999679,"C1orf185 CEP57L1 LIPA MYOZ1 ODF1 REN TMEM81 ZNF76"
747,7,0.4237,8.897,5961,0.001487,0.999299,"C1orf189 CLCNKB HTR6 IFT172 NCMAP PLA2G2E ZNF683"
748,6,0.4019,6.028,4654,0.001290,0.998474,"C17orf53 C1orf194 FOXN1 HIST1H4C MCM8 NT5M"
749,7,0.4153,8.722,5119,0.001696,0.999299,"ATP8B2 C1orf21 EVPLL FGFR3 HERPUD1 PRDM1 REEP4"
750,8,0.4420,12.38,5464,0.002253,0.999679,"C1orf210 CAB39 FOXF1 NRBP1 OXSR1 RTP5 TSC22D2 WNK1"
